Sex,score,label_value,rank_abs,rank_pct,binary_score,binary_fpr,binary_fnr,binary_ppr,binary_fdr,binary_tpr,binary_tnr,binary_npv,binary_pprev,binary_precision,binary_for
female,1.0,0,346,0.346,1,1.0,,1,1.0,,1.0,,1,1.0,
female,1.0,1,347,0.347,1,0.0,,1,0.0,,0.0,,1,0.0,
female,1.0,0,348,0.348,1,1.0,,1,1.0,,1.0,,1,1.0,
female,1.0,1,349,0.349,1,0.0,,1,0.0,,0.0,,1,0.0,
male,1.0,1,350,0.35,1,0.0,,1,0.0,,0.0,,1,0.0,
female,1.0,1,351,0.351,1,0.0,,1,0.0,,0.0,,1,0.0,
male,1.0,0,352,0.352,1,1.0,,1,1.0,,1.0,,1,1.0,
male,1.0,1,353,0.353,1,0.0,,1,0.0,,0.0,,1,0.0,
female,1.0,0,354,0.354,1,1.0,,1,1.0,,1.0,,1,1.0,
male,1.0,1,355,0.355,1,0.0,,1,0.0,,0.0,,1,0.0,
female,1.0,1,356,0.356,1,0.0,,1,0.0,,0.0,,1,0.0,
female,1.0,1,357,0.357,1,0.0,,1,0.0,,0.0,,1,0.0,
female,1.0,0,358,0.358,1,1.0,,1,1.0,,1.0,,1,1.0,
female,1.0,0,359,0.359,1,1.0,,1,1.0,,1.0,,1,1.0,
male,1.0,1,360,0.36,1,0.0,,1,0.0,,0.0,,1,0.0,
male,1.0,0,361,0.361,1,1.0,,1,1.0,,1.0,,1,1.0,
female,1.0,1,362,0.362,1,0.0,,1,0.0,,0.0,,1,0.0,
male,1.0,0,363,0.363,1,1.0,,1,1.0,,1.0,,1,1.0,
female,1.0,0,364,0.364,1,1.0,,1,1.0,,1.0,,1,1.0,
male,1.0,0,365,0.365,1,1.0,,1,1.0,,1.0,,1,1.0,
male,1.0,0,366,0.366,1,1.0,,1,1.0,,1.0,,1,1.0,
male,1.0,0,367,0.367,1,1.0,,1,1.0,,1.0,,1,1.0,
male,1.0,1,368,0.368,1,0.0,,1,0.0,,0.0,,1,0.0,
male,1.0,1,369,0.369,1,0.0,,1,0.0,,0.0,,1,0.0,
male,1.0,0,370,0.37,1,1.0,,1,1.0,,1.0,,1,1.0,
male,1.0,0,371,0.371,1,1.0,,1,1.0,,1.0,,1,1.0,
male,1.0,0,372,0.372,1,1.0,,1,1.0,,1.0,,1,1.0,
female,1.0,0,373,0.373,1,1.0,,1,1.0,,1.0,,1,1.0,
male,1.0,0,374,0.374,1,1.0,,1,1.0,,1.0,,1,1.0,
male,1.0,1,375,0.375,1,0.0,,1,0.0,,0.0,,1,0.0,
male,1.0,1,376,0.376,1,0.0,,1,0.0,,0.0,,1,0.0,
male,1.0,1,377,0.377,1,0.0,,1,0.0,,0.0,,1,0.0,
male,1.0,1,378,0.378,1,0.0,,1,0.0,,0.0,,1,0.0,
male,1.0,0,379,0.379,1,1.0,,1,1.0,,1.0,,1,1.0,
male,1.0,1,380,0.38,1,0.0,,1,0.0,,0.0,,1,0.0,
female,1.0,0,381,0.381,1,1.0,,1,1.0,,1.0,,1,1.0,
female,1.0,0,382,0.382,1,1.0,,1,1.0,,1.0,,1,1.0,
male,1.0,0,383,0.383,1,1.0,,1,1.0,,1.0,,1,1.0,
male,1.0,0,384,0.384,1,1.0,,1,1.0,,1.0,,1,1.0,
female,1.0,0,385,0.385,1,1.0,,1,1.0,,1.0,,1,1.0,
male,1.0,0,386,0.386,1,1.0,,1,1.0,,1.0,,1,1.0,
male,1.0,0,387,0.387,1,1.0,,1,1.0,,1.0,,1,1.0,
female,1.0,0,388,0.388,1,1.0,,1,1.0,,1.0,,1,1.0,
female,1.0,0,389,0.389,1,1.0,,1,1.0,,1.0,,1,1.0,
male,1.0,1,390,0.39,1,0.0,,1,0.0,,0.0,,1,0.0,
male,1.0,0,391,0.391,1,1.0,,1,1.0,,1.0,,1,1.0,
male,1.0,0,392,0.392,1,1.0,,1,1.0,,1.0,,1,1.0,
male,1.0,0,393,0.393,1,1.0,,1,1.0,,1.0,,1,1.0,
female,1.0,1,394,0.394,1,0.0,,1,0.0,,0.0,,1,0.0,
female,1.0,1,395,0.395,1,0.0,,1,0.0,,0.0,,1,0.0,
female,1.0,0,396,0.396,1,1.0,,1,1.0,,1.0,,1,1.0,
female,1.0,0,397,0.397,1,1.0,,1,1.0,,1.0,,1,1.0,
male,1.0,0,398,0.398,1,1.0,,1,1.0,,1.0,,1,1.0,
female,1.0,1,399,0.399,1,0.0,,1,0.0,,0.0,,1,0.0,
male,1.0,0,400,0.4,1,1.0,,1,1.0,,1.0,,1,1.0,
female,1.0,1,401,0.401,1,0.0,,1,0.0,,0.0,,1,0.0,
female,1.0,0,402,0.402,1,1.0,,1,1.0,,1.0,,1,1.0,
female,1.0,1,403,0.403,1,0.0,,1,0.0,,0.0,,1,0.0,
female,1.0,0,404,0.404,1,1.0,,1,1.0,,1.0,,1,1.0,
female,1.0,1,405,0.405,1,0.0,,1,0.0,,0.0,,1,0.0,
male,1.0,0,406,0.406,1,1.0,,1,1.0,,1.0,,1,1.0,
female,1.0,0,407,0.407,1,1.0,,1,1.0,,1.0,,1,1.0,
male,1.0,1,408,0.408,1,0.0,,1,0.0,,0.0,,1,0.0,
male,1.0,1,409,0.409,1,0.0,,1,0.0,,0.0,,1,0.0,
male,1.0,0,410,0.41,1,1.0,,1,1.0,,1.0,,1,1.0,
male,1.0,1,411,0.411,1,0.0,,1,0.0,,0.0,,1,0.0,
male,1.0,0,412,0.412,1,1.0,,1,1.0,,1.0,,1,1.0,
male,1.0,0,413,0.413,1,1.0,,1,1.0,,1.0,,1,1.0,
male,1.0,0,414,0.414,1,1.0,,1,1.0,,1.0,,1,1.0,
female,1.0,0,415,0.415,1,1.0,,1,1.0,,1.0,,1,1.0,
male,1.0,0,416,0.416,1,1.0,,1,1.0,,1.0,,1,1.0,
female,1.0,1,417,0.417,1,0.0,,1,0.0,,0.0,,1,0.0,
female,1.0,0,418,0.418,1,1.0,,1,1.0,,1.0,,1,1.0,
male,1.0,1,419,0.419,1,0.0,,1,0.0,,0.0,,1,0.0,
female,1.0,0,420,0.42,1,1.0,,1,1.0,,1.0,,1,1.0,
male,1.0,1,421,0.421,1,0.0,,1,0.0,,0.0,,1,0.0,
female,1.0,1,422,0.422,1,0.0,,1,0.0,,0.0,,1,0.0,
female,1.0,0,423,0.423,1,1.0,,1,1.0,,1.0,,1,1.0,
male,1.0,1,424,0.424,1,0.0,,1,0.0,,0.0,,1,0.0,
female,1.0,1,425,0.425,1,0.0,,1,0.0,,0.0,,1,0.0,
male,1.0,0,426,0.426,1,1.0,,1,1.0,,1.0,,1,1.0,
male,1.0,1,427,0.427,1,0.0,,1,0.0,,0.0,,1,0.0,
male,1.0,1,428,0.428,1,0.0,,1,0.0,,0.0,,1,0.0,
female,1.0,1,429,0.429,1,0.0,,1,0.0,,0.0,,1,0.0,
male,1.0,0,430,0.43,1,1.0,,1,1.0,,1.0,,1,1.0,
male,1.0,0,431,0.431,1,1.0,,1,1.0,,1.0,,1,1.0,
female,1.0,0,432,0.432,1,1.0,,1,1.0,,1.0,,1,1.0,
female,1.0,0,433,0.433,1,1.0,,1,1.0,,1.0,,1,1.0,
male,1.0,0,434,0.434,1,1.0,,1,1.0,,1.0,,1,1.0,
female,1.0,1,435,0.435,1,0.0,,1,0.0,,0.0,,1,0.0,
male,1.0,0,436,0.436,1,1.0,,1,1.0,,1.0,,1,1.0,
male,1.0,0,437,0.437,1,1.0,,1,1.0,,1.0,,1,1.0,
female,1.0,0,438,0.438,1,1.0,,1,1.0,,1.0,,1,1.0,
male,1.0,0,439,0.439,1,1.0,,1,1.0,,1.0,,1,1.0,
male,1.0,1,440,0.44,1,0.0,,1,0.0,,0.0,,1,0.0,
male,1.0,1,441,0.441,1,0.0,,1,0.0,,0.0,,1,0.0,
male,1.0,1,442,0.442,1,0.0,,1,0.0,,0.0,,1,0.0,
male,1.0,1,443,0.443,1,0.0,,1,0.0,,0.0,,1,0.0,
male,1.0,0,444,0.444,1,1.0,,1,1.0,,1.0,,1,1.0,
female,1.0,0,445,0.445,1,1.0,,1,1.0,,1.0,,1,1.0,
male,1.0,0,446,0.446,1,1.0,,1,1.0,,1.0,,1,1.0,
male,1.0,1,447,0.447,1,0.0,,1,0.0,,0.0,,1,0.0,
male,1.0,0,448,0.448,1,1.0,,1,1.0,,1.0,,1,1.0,
male,1.0,0,449,0.449,1,1.0,,1,1.0,,1.0,,1,1.0,
male,1.0,1,450,0.45,1,0.0,,1,0.0,,0.0,,1,0.0,
male,1.0,0,451,0.451,1,1.0,,1,1.0,,1.0,,1,1.0,
male,1.0,0,452,0.452,1,1.0,,1,1.0,,1.0,,1,1.0,
male,1.0,0,453,0.453,1,1.0,,1,1.0,,1.0,,1,1.0,
male,1.0,0,454,0.454,1,1.0,,1,1.0,,1.0,,1,1.0,
male,1.0,1,455,0.455,1,0.0,,1,0.0,,0.0,,1,0.0,
female,1.0,0,456,0.456,1,1.0,,1,1.0,,1.0,,1,1.0,
male,1.0,0,457,0.457,1,1.0,,1,1.0,,1.0,,1,1.0,
female,1.0,0,458,0.458,1,1.0,,1,1.0,,1.0,,1,1.0,
male,1.0,0,459,0.459,1,1.0,,1,1.0,,1.0,,1,1.0,
male,1.0,1,460,0.46,1,0.0,,1,0.0,,0.0,,1,0.0,
male,1.0,1,461,0.461,1,0.0,,1,0.0,,0.0,,1,0.0,
male,1.0,1,462,0.462,1,0.0,,1,0.0,,0.0,,1,0.0,
male,1.0,0,463,0.463,1,1.0,,1,1.0,,1.0,,1,1.0,
male,1.0,0,464,0.464,1,1.0,,1,1.0,,1.0,,1,1.0,
male,1.0,1,465,0.465,1,0.0,,1,0.0,,0.0,,1,0.0,
male,1.0,1,466,0.466,1,0.0,,1,0.0,,0.0,,1,0.0,
male,1.0,1,467,0.467,1,0.0,,1,0.0,,0.0,,1,0.0,
female,1.0,1,468,0.468,1,0.0,,1,0.0,,0.0,,1,0.0,
female,1.0,1,469,0.469,1,0.0,,1,0.0,,0.0,,1,0.0,
male,1.0,0,470,0.47,1,1.0,,1,1.0,,1.0,,1,1.0,
male,1.0,0,471,0.471,1,1.0,,1,1.0,,1.0,,1,1.0,
male,1.0,1,472,0.472,1,0.0,,1,0.0,,0.0,,1,0.0,
male,1.0,1,473,0.473,1,0.0,,1,0.0,,0.0,,1,0.0,
male,1.0,0,474,0.474,1,1.0,,1,1.0,,1.0,,1,1.0,
male,1.0,1,475,0.475,1,0.0,,1,0.0,,0.0,,1,0.0,
male,1.0,1,476,0.476,1,0.0,,1,0.0,,0.0,,1,0.0,
male,1.0,0,477,0.477,1,1.0,,1,1.0,,1.0,,1,1.0,
female,1.0,0,478,0.478,1,1.0,,1,1.0,,1.0,,1,1.0,
male,1.0,0,479,0.479,1,1.0,,1,1.0,,1.0,,1,1.0,
male,1.0,0,480,0.48,1,1.0,,1,1.0,,1.0,,1,1.0,
male,1.0,1,481,0.481,1,0.0,,1,0.0,,0.0,,1,0.0,
male,1.0,1,482,0.482,1,0.0,,1,0.0,,0.0,,1,0.0,
male,1.0,1,483,0.483,1,0.0,,1,0.0,,0.0,,1,0.0,
male,1.0,0,484,0.484,1,1.0,,1,1.0,,1.0,,1,1.0,
male,1.0,1,485,0.485,1,0.0,,1,0.0,,0.0,,1,0.0,
male,1.0,0,486,0.486,1,1.0,,1,1.0,,1.0,,1,1.0,
male,1.0,1,487,0.487,1,0.0,,1,0.0,,0.0,,1,0.0,
female,1.0,1,488,0.488,1,0.0,,1,0.0,,0.0,,1,0.0,
female,1.0,1,489,0.489,1,0.0,,1,0.0,,0.0,,1,0.0,
female,1.0,1,490,0.49,1,0.0,,1,0.0,,0.0,,1,0.0,
female,1.0,1,491,0.491,1,0.0,,1,0.0,,0.0,,1,0.0,
male,1.0,0,492,0.492,1,1.0,,1,1.0,,1.0,,1,1.0,
female,1.0,1,493,0.493,1,0.0,,1,0.0,,0.0,,1,0.0,
male,1.0,0,494,0.494,1,1.0,,1,1.0,,1.0,,1,1.0,
male,1.0,0,495,0.495,1,1.0,,1,1.0,,1.0,,1,1.0,
female,1.0,0,496,0.496,1,1.0,,1,1.0,,1.0,,1,1.0,
male,1.0,1,497,0.497,1,0.0,,1,0.0,,0.0,,1,0.0,
male,1.0,0,498,0.498,1,1.0,,1,1.0,,1.0,,1,1.0,
female,1.0,0,499,0.499,1,1.0,,1,1.0,,1.0,,1,1.0,
male,1.0,0,500,0.5,1,1.0,,1,1.0,,1.0,,1,1.0,
male,1.0,0,501,0.501,1,1.0,,1,1.0,,1.0,,1,1.0,
male,1.0,1,502,0.502,1,0.0,,1,0.0,,0.0,,1,0.0,
male,1.0,0,503,0.503,1,1.0,,1,1.0,,1.0,,1,1.0,
male,1.0,0,504,0.504,1,1.0,,1,1.0,,1.0,,1,1.0,
male,1.0,0,505,0.505,1,1.0,,1,1.0,,1.0,,1,1.0,
male,1.0,0,506,0.506,1,1.0,,1,1.0,,1.0,,1,1.0,
male,1.0,1,507,0.507,1,0.0,,1,0.0,,0.0,,1,0.0,
female,1.0,0,508,0.508,1,1.0,,1,1.0,,1.0,,1,1.0,
male,1.0,0,509,0.509,1,1.0,,1,1.0,,1.0,,1,1.0,
female,1.0,1,510,0.51,1,0.0,,1,0.0,,0.0,,1,0.0,
male,1.0,1,511,0.511,1,0.0,,1,0.0,,0.0,,1,0.0,
female,1.0,1,512,0.512,1,0.0,,1,0.0,,0.0,,1,0.0,
female,1.0,0,513,0.513,1,1.0,,1,1.0,,1.0,,1,1.0,
male,1.0,1,514,0.514,1,0.0,,1,0.0,,0.0,,1,0.0,
male,1.0,1,515,0.515,1,0.0,,1,0.0,,0.0,,1,0.0,
male,1.0,0,516,0.516,1,1.0,,1,1.0,,1.0,,1,1.0,
male,1.0,0,517,0.517,1,1.0,,1,1.0,,1.0,,1,1.0,
male,1.0,1,518,0.518,1,0.0,,1,0.0,,0.0,,1,0.0,
female,1.0,1,519,0.519,1,0.0,,1,0.0,,0.0,,1,0.0,
female,1.0,0,520,0.52,1,1.0,,1,1.0,,1.0,,1,1.0,
male,1.0,0,521,0.521,1,1.0,,1,1.0,,1.0,,1,1.0,
male,1.0,1,522,0.522,1,0.0,,1,0.0,,0.0,,1,0.0,
male,1.0,0,523,0.523,1,1.0,,1,1.0,,1.0,,1,1.0,
male,1.0,0,524,0.524,1,1.0,,1,1.0,,1.0,,1,1.0,
female,1.0,0,525,0.525,1,1.0,,1,1.0,,1.0,,1,1.0,
female,1.0,0,526,0.526,1,1.0,,1,1.0,,1.0,,1,1.0,
female,1.0,0,527,0.527,1,1.0,,1,1.0,,1.0,,1,1.0,
female,1.0,1,528,0.528,1,0.0,,1,0.0,,0.0,,1,0.0,
male,1.0,0,529,0.529,1,1.0,,1,1.0,,1.0,,1,1.0,
female,1.0,0,530,0.53,1,1.0,,1,1.0,,1.0,,1,1.0,
male,1.0,0,531,0.531,1,1.0,,1,1.0,,1.0,,1,1.0,
male,1.0,0,532,0.532,1,1.0,,1,1.0,,1.0,,1,1.0,
female,1.0,1,533,0.533,1,0.0,,1,0.0,,0.0,,1,0.0,
female,1.0,0,534,0.534,1,1.0,,1,1.0,,1.0,,1,1.0,
male,1.0,0,535,0.535,1,1.0,,1,1.0,,1.0,,1,1.0,
female,1.0,1,536,0.536,1,0.0,,1,0.0,,0.0,,1,0.0,
female,1.0,0,537,0.537,1,1.0,,1,1.0,,1.0,,1,1.0,
female,1.0,0,538,0.538,1,1.0,,1,1.0,,1.0,,1,1.0,
male,1.0,0,539,0.539,1,1.0,,1,1.0,,1.0,,1,1.0,
male,1.0,1,540,0.54,1,0.0,,1,0.0,,0.0,,1,0.0,
male,1.0,0,541,0.541,1,1.0,,1,1.0,,1.0,,1,1.0,
male,1.0,1,542,0.542,1,0.0,,1,0.0,,0.0,,1,0.0,
female,1.0,1,543,0.543,1,0.0,,1,0.0,,0.0,,1,0.0,
male,1.0,0,544,0.544,1,1.0,,1,1.0,,1.0,,1,1.0,
male,1.0,1,545,0.545,1,0.0,,1,0.0,,0.0,,1,0.0,
female,1.0,0,546,0.546,1,1.0,,1,1.0,,1.0,,1,1.0,
female,1.0,0,547,0.547,1,1.0,,1,1.0,,1.0,,1,1.0,
male,1.0,0,548,0.548,1,1.0,,1,1.0,,1.0,,1,1.0,
male,1.0,1,549,0.549,1,0.0,,1,0.0,,0.0,,1,0.0,
male,1.0,0,550,0.55,1,1.0,,1,1.0,,1.0,,1,1.0,
female,1.0,0,551,0.551,1,1.0,,1,1.0,,1.0,,1,1.0,
male,1.0,0,552,0.552,1,1.0,,1,1.0,,1.0,,1,1.0,
female,1.0,1,553,0.553,1,0.0,,1,0.0,,0.0,,1,0.0,
male,1.0,0,554,0.554,1,1.0,,1,1.0,,1.0,,1,1.0,
female,1.0,0,555,0.555,1,1.0,,1,1.0,,1.0,,1,1.0,
male,1.0,1,556,0.556,1,0.0,,1,0.0,,0.0,,1,0.0,
female,1.0,0,557,0.557,1,1.0,,1,1.0,,1.0,,1,1.0,
male,1.0,0,558,0.558,1,1.0,,1,1.0,,1.0,,1,1.0,
male,1.0,0,559,0.559,1,1.0,,1,1.0,,1.0,,1,1.0,
female,1.0,1,560,0.56,1,0.0,,1,0.0,,0.0,,1,0.0,
male,1.0,1,561,0.561,1,0.0,,1,0.0,,0.0,,1,0.0,
male,1.0,0,562,0.562,1,1.0,,1,1.0,,1.0,,1,1.0,
male,1.0,1,563,0.563,1,0.0,,1,0.0,,0.0,,1,0.0,
male,1.0,0,564,0.564,1,1.0,,1,1.0,,1.0,,1,1.0,
male,1.0,1,565,0.565,1,0.0,,1,0.0,,0.0,,1,0.0,
male,1.0,0,566,0.566,1,1.0,,1,1.0,,1.0,,1,1.0,
female,1.0,0,567,0.567,1,1.0,,1,1.0,,1.0,,1,1.0,
female,1.0,0,568,0.568,1,1.0,,1,1.0,,1.0,,1,1.0,
male,1.0,0,569,0.569,1,1.0,,1,1.0,,1.0,,1,1.0,
female,1.0,0,570,0.57,1,1.0,,1,1.0,,1.0,,1,1.0,
male,1.0,0,571,0.571,1,1.0,,1,1.0,,1.0,,1,1.0,
male,1.0,0,572,0.572,1,1.0,,1,1.0,,1.0,,1,1.0,
female,1.0,0,573,0.573,1,1.0,,1,1.0,,1.0,,1,1.0,
female,1.0,1,574,0.574,1,0.0,,1,0.0,,0.0,,1,0.0,
female,1.0,0,575,0.575,1,1.0,,1,1.0,,1.0,,1,1.0,
male,1.0,0,576,0.576,1,1.0,,1,1.0,,1.0,,1,1.0,
male,1.0,0,577,0.577,1,1.0,,1,1.0,,1.0,,1,1.0,
male,1.0,0,578,0.578,1,1.0,,1,1.0,,1.0,,1,1.0,
female,1.0,1,579,0.579,1,0.0,,1,0.0,,0.0,,1,0.0,
male,1.0,0,580,0.58,1,1.0,,1,1.0,,1.0,,1,1.0,
male,1.0,0,581,0.581,1,1.0,,1,1.0,,1.0,,1,1.0,
male,1.0,1,582,0.582,1,0.0,,1,0.0,,0.0,,1,0.0,
female,0.0,0,583,0.583,0,,0.0,0,,0.0,,0.0,0,,0.0
male,0.0,0,584,0.584,0,,0.0,0,,0.0,,0.0,0,,0.0
male,0.0,0,585,0.585,0,,0.0,0,,0.0,,0.0,0,,0.0
female,0.0,0,586,0.586,0,,0.0,0,,0.0,,0.0,0,,0.0
male,0.0,0,587,0.587,0,,0.0,0,,0.0,,0.0,0,,0.0
male,0.0,0,588,0.588,0,,0.0,0,,0.0,,0.0,0,,0.0
male,0.0,0,589,0.589,0,,0.0,0,,0.0,,0.0,0,,0.0
male,0.0,0,590,0.59,0,,0.0,0,,0.0,,0.0,0,,0.0
male,0.0,1,591,0.591,0,,1.0,0,,1.0,,1.0,0,,1.0
male,0.0,1,592,0.592,0,,1.0,0,,1.0,,1.0,0,,1.0
male,0.0,0,593,0.593,0,,0.0,0,,0.0,,0.0,0,,0.0
male,0.0,0,594,0.594,0,,0.0,0,,0.0,,0.0,0,,0.0
male,0.0,1,595,0.595,0,,1.0,0,,1.0,,1.0,0,,1.0
female,0.0,0,596,0.596,0,,0.0,0,,0.0,,0.0,0,,0.0
male,0.0,0,597,0.597,0,,0.0,0,,0.0,,0.0,0,,0.0
male,0.0,0,598,0.598,0,,0.0,0,,0.0,,0.0,0,,0.0
male,0.0,0,599,0.599,0,,0.0,0,,0.0,,0.0,0,,0.0
male,0.0,0,600,0.6,0,,0.0,0,,0.0,,0.0,0,,0.0
male,0.0,0,601,0.601,0,,0.0,0,,0.0,,0.0,0,,0.0
male,0.0,0,602,0.602,0,,0.0,0,,0.0,,0.0,0,,0.0
male,0.0,0,603,0.603,0,,0.0,0,,0.0,,0.0,0,,0.0
male,0.0,0,604,0.604,0,,0.0,0,,0.0,,0.0,0,,0.0
male,0.0,0,605,0.605,0,,0.0,0,,0.0,,0.0,0,,0.0
male,0.0,0,606,0.606,0,,0.0,0,,0.0,,0.0,0,,0.0
male,0.0,0,607,0.607,0,,0.0,0,,0.0,,0.0,0,,0.0
male,0.0,0,608,0.608,0,,0.0,0,,0.0,,0.0,0,,0.0
male,0.0,1,609,0.609,0,,1.0,0,,1.0,,1.0,0,,1.0
male,0.0,0,610,0.61,0,,0.0,0,,0.0,,0.0,0,,0.0
male,0.0,0,611,0.611,0,,0.0,0,,0.0,,0.0,0,,0.0
female,0.0,0,612,0.612,0,,0.0,0,,0.0,,0.0,0,,0.0
male,0.0,0,613,0.613,0,,0.0,0,,0.0,,0.0,0,,0.0
male,0.0,0,614,0.614,0,,0.0,0,,0.0,,0.0,0,,0.0
male,0.0,0,615,0.615,0,,0.0,0,,0.0,,0.0,0,,0.0
male,0.0,0,616,0.616,0,,0.0,0,,0.0,,0.0,0,,0.0
female,0.0,0,617,0.617,0,,0.0,0,,0.0,,0.0,0,,0.0
female,0.0,0,618,0.618,0,,0.0,0,,0.0,,0.0,0,,0.0
male,0.0,0,619,0.619,0,,0.0,0,,0.0,,0.0,0,,0.0
male,0.0,0,620,0.62,0,,0.0,0,,0.0,,0.0,0,,0.0
male,0.0,0,621,0.621,0,,0.0,0,,0.0,,0.0,0,,0.0
male,0.0,0,622,0.622,0,,0.0,0,,0.0,,0.0,0,,0.0
male,0.0,0,623,0.623,0,,0.0,0,,0.0,,0.0,0,,0.0
male,0.0,0,624,0.624,0,,0.0,0,,0.0,,0.0,0,,0.0
female,0.0,0,625,0.625,0,,0.0,0,,0.0,,0.0,0,,0.0
male,0.0,0,626,0.626,0,,0.0,0,,0.0,,0.0,0,,0.0
male,0.0,1,627,0.627,0,,1.0,0,,1.0,,1.0,0,,1.0
male,0.0,0,628,0.628,0,,0.0,0,,0.0,,0.0,0,,0.0
male,0.0,0,629,0.629,0,,0.0,0,,0.0,,0.0,0,,0.0
male,0.0,0,630,0.63,0,,0.0,0,,0.0,,0.0,0,,0.0
male,0.0,0,631,0.631,0,,0.0,0,,0.0,,0.0,0,,0.0
female,0.0,1,632,0.632,0,,1.0,0,,1.0,,1.0,0,,1.0
male,0.0,0,633,0.633,0,,0.0,0,,0.0,,0.0,0,,0.0
male,0.0,0,634,0.634,0,,0.0,0,,0.0,,0.0,0,,0.0
male,0.0,0,635,0.635,0,,0.0,0,,0.0,,0.0,0,,0.0
male,0.0,1,636,0.636,0,,1.0,0,,1.0,,1.0,0,,1.0
male,0.0,1,637,0.637,0,,1.0,0,,1.0,,1.0,0,,1.0
male,0.0,0,638,0.638,0,,0.0,0,,0.0,,0.0,0,,0.0
male,0.0,0,639,0.639,0,,0.0,0,,0.0,,0.0,0,,0.0
male,0.0,0,640,0.64,0,,0.0,0,,0.0,,0.0,0,,0.0
male,0.0,0,641,0.641,0,,0.0,0,,0.0,,0.0,0,,0.0
male,0.0,0,642,0.642,0,,0.0,0,,0.0,,0.0,0,,0.0
male,0.0,0,643,0.643,0,,0.0,0,,0.0,,0.0,0,,0.0
male,0.0,0,644,0.644,0,,0.0,0,,0.0,,0.0,0,,0.0
male,0.0,1,645,0.645,0,,1.0,0,,1.0,,1.0,0,,1.0
male,0.0,0,646,0.646,0,,0.0,0,,0.0,,0.0,0,,0.0
male,0.0,0,647,0.647,0,,0.0,0,,0.0,,0.0,0,,0.0
male,0.0,0,648,0.648,0,,0.0,0,,0.0,,0.0,0,,0.0
male,0.0,0,649,0.649,0,,0.0,0,,0.0,,0.0,0,,0.0
female,0.0,0,650,0.65,0,,0.0,0,,0.0,,0.0,0,,0.0
male,0.0,0,651,0.651,0,,0.0,0,,0.0,,0.0,0,,0.0
male,0.0,0,652,0.652,0,,0.0,0,,0.0,,0.0,0,,0.0
female,0.0,0,653,0.653,0,,0.0,0,,0.0,,0.0,0,,0.0
male,0.0,0,654,0.654,0,,0.0,0,,0.0,,0.0,0,,0.0
female,0.0,0,655,0.655,0,,0.0,0,,0.0,,0.0,0,,0.0
male,0.0,0,656,0.656,0,,0.0,0,,0.0,,0.0,0,,0.0
male,0.0,0,657,0.657,0,,0.0,0,,0.0,,0.0,0,,0.0
male,0.0,0,658,0.658,0,,0.0,0,,0.0,,0.0,0,,0.0
male,0.0,0,659,0.659,0,,0.0,0,,0.0,,0.0,0,,0.0
male,0.0,0,660,0.66,0,,0.0,0,,0.0,,0.0,0,,0.0
male,0.0,0,661,0.661,0,,0.0,0,,0.0,,0.0,0,,0.0
male,0.0,0,662,0.662,0,,0.0,0,,0.0,,0.0,0,,0.0
male,0.0,0,663,0.663,0,,0.0,0,,0.0,,0.0,0,,0.0
male,0.0,0,664,0.664,0,,0.0,0,,0.0,,0.0,0,,0.0
male,0.0,0,665,0.665,0,,0.0,0,,0.0,,0.0,0,,0.0
female,0.0,0,666,0.666,0,,0.0,0,,0.0,,0.0,0,,0.0
male,0.0,0,667,0.667,0,,0.0,0,,0.0,,0.0,0,,0.0
male,0.0,0,668,0.668,0,,0.0,0,,0.0,,0.0,0,,0.0
male,0.0,0,669,0.669,0,,0.0,0,,0.0,,0.0,0,,0.0
male,0.0,0,670,0.67,0,,0.0,0,,0.0,,0.0,0,,0.0
male,0.0,0,671,0.671,0,,0.0,0,,0.0,,0.0,0,,0.0
female,0.0,0,672,0.672,0,,0.0,0,,0.0,,0.0,0,,0.0
male,0.0,0,673,0.673,0,,0.0,0,,0.0,,0.0,0,,0.0
male,0.0,0,674,0.674,0,,0.0,0,,0.0,,0.0,0,,0.0
male,0.0,1,675,0.675,0,,1.0,0,,1.0,,1.0,0,,1.0
female,0.0,0,676,0.676,0,,0.0,0,,0.0,,0.0,0,,0.0
male,0.0,0,677,0.677,0,,0.0,0,,0.0,,0.0,0,,0.0
female,0.0,0,678,0.678,0,,0.0,0,,0.0,,0.0,0,,0.0
female,0.0,0,679,0.679,0,,0.0,0,,0.0,,0.0,0,,0.0
male,0.0,0,680,0.68,0,,0.0,0,,0.0,,0.0,0,,0.0
male,0.0,0,681,0.681,0,,0.0,0,,0.0,,0.0,0,,0.0
male,0.0,0,682,0.682,0,,0.0,0,,0.0,,0.0,0,,0.0
female,0.0,0,683,0.683,0,,0.0,0,,0.0,,0.0,0,,0.0
male,0.0,0,684,0.684,0,,0.0,0,,0.0,,0.0,0,,0.0
male,0.0,0,685,0.685,0,,0.0,0,,0.0,,0.0,0,,0.0
male,0.0,1,686,0.686,0,,1.0,0,,1.0,,1.0,0,,1.0
male,0.0,0,687,0.687,0,,0.0,0,,0.0,,0.0,0,,0.0
male,0.0,0,688,0.688,0,,0.0,0,,0.0,,0.0,0,,0.0
male,0.0,0,689,0.689,0,,0.0,0,,0.0,,0.0,0,,0.0
female,0.0,0,690,0.69,0,,0.0,0,,0.0,,0.0,0,,0.0
female,0.0,0,691,0.691,0,,0.0,0,,0.0,,0.0,0,,0.0
male,0.0,0,692,0.692,0,,0.0,0,,0.0,,0.0,0,,0.0
