Sex,Prob_default,Predicted_default,Realised_default
male,0.1319607483998114,0,0
male,0.04289480251526116,0,0
female,0.32703600385149323,1,0
male,0.35051042961283857,1,1
female,0.18212809018918844,0,1
male,0.3231594697698067,1,0
male,0.8138906853841565,1,1
male,0.07541579636738034,0,0
male,0.04946732689726542,0,0
male,0.101227145592984,0,0
male,0.09957201531204349,0,0
male,0.05735025268688778,0,0
female,0.3999405444271056,1,0
female,0.6843233033457393,1,0
male,0.5532293818911276,1,1
male,0.055418505656465125,0,0
male,0.06871913680319082,0,1
male,0.1137798616810422,0,1
male,0.2978103230058975,1,0
male,0.6051483284915617,1,1
female,0.6131928048147519,1,1
female,0.25604675243611547,1,1
female,0.44146199585659873,1,0
female,0.2216256161168034,0,0
male,0.12499348730655127,0,0
male,0.15932962673655096,0,0
male,0.3670109439852031,1,1
male,0.5829422181058509,1,0
male,0.11442371236316663,0,0
male,0.3647931393140476,1,0
male,0.10589466299688992,0,0
male,0.08853283217158026,0,1
male,0.32098723777601956,1,0
female,0.31128446625970674,1,0
male,0.3052652971811761,1,1
female,0.06836036054796224,0,0
male,0.2141947916877712,0,0
male,0.278956835651855,1,0
male,0.44863161242045324,1,0
male,0.11683337590614791,0,0
female,0.5894323947587834,1,1
male,0.796500548831157,1,1
female,0.13446306046857975,0,0
female,0.11131917256386836,0,0
female,0.1389014132498392,0,0
male,0.226606949581655,0,0
male,0.0935481274115645,0,1
male,0.5774992736723479,1,1
male,0.41923723311519007,1,1
male,0.3738291741524735,1,1
female,0.3936668504676768,1,0
male,0.6803656135107622,1,1
male,0.1260875403653252,0,0
female,0.5545099125504275,1,0
male,0.5794060831526967,1,0
female,0.04045022104445844,0,0
male,0.6433560436440597,1,0
male,0.19427551956094757,0,0
male,0.05821272674977795,0,0
male,0.058879144729957686,0,0
male,0.29462562038606227,1,0
male,0.5317231424783088,1,0
male,0.052095673765504794,0,0
female,0.08928454697626521,0,0
male,0.43433748156299123,1,0
male,0.058527941419489755,0,0
male,0.6841983529980351,1,1
male,0.6838295817829049,1,0
